pin d  ch rank
pit 3  瞥 3744
pit 3  氕 6382
piu    飄 1910
piu    漂 1911
piu    縹 4533
piu    嘌 4967
piu    摽 5742
piu    螵 6924
piu 3  票 1527
piu 3  驃 6040
piu 4  瓢 4040
piu 4  嫖 6329
piu 5  鰾 4028
piu 5  瞟 4064
piu 5  剽 5403
piu 5  殍 5920
piu 5  慓 6669
po     頗 1995
po     棵 2461
po 2   叵 5033
po 2   笸 5165
po 3   破 0541
po 4   婆 1563
po 4   皤 6798
pok 3  撲 1896
pok 3  樸 2290
pok 3  朴 3170
pok 3  粕 3529
pok 3  噗 3757
pok 3  璞 4060
pok 3  釙 4542
pok 3  扑 5739
pog    滂 5322
pog 3  謗 3332
pog 3  嗙 6603
pog 4  旁 1147
pog 4  龐 2440
pog 4  螃 4735
pog 4  徬 7403
pog 5  蚌 2694
po     鋪 1575
po  2  普 0778
po  2  譜 1594
po  2  甫 2366
po  2  圃 2641
po  2  脯 3062
po  2  溥 3939
po  2  鐠 4471
po  2  氆 5599
po  3  舖 3661
po  4  葡 1950
po  4  浦 2477
po  4  蒲 2486
po  4  袍 2769
po  4  菩 3495
po  4  匍 4164
po  5  抱 1453
pui    坯 1873
pui    胚 2267
pui    醅 6524
pui 3  配 0511
pui 3  佩 2190
pui 3  沛 2878
pui 3  珮 3887
pui 3  霈 4889
pui 4  培 0857
pui 4  陪 1904
pui 4  賠 2167
pui 4  徘 3355
pui 4  裴 4095
pui 5  倍 0889
pui 5  碚 5336
poo    潘 2402
poo 3  判 0591
poo 3  泮 3115
poo 4  盤 1010
poo 4  盆 1696
poo 4  磐 4458
poo 4  槃 5588
pug 3  碰 1471
pug 3  掽 5425
pug 3  踫 5512
pug 4  蓬 2103
pug 4  篷 2602
put 3  潑 2009
put 3  醱 5020
Ｑ     Ｑ 7406
Ｒ     Ｒ 7407
Ｓ     Ｓ 7440
sa     沙 0826
sa     紗 1244
sa     砂 1555
sa     啥 1666
sa     莎 3362
sa     卅 3841
sa     鯊 4752
sa     痧 5462
sa     裟 5664
sa     唦 7408
sa  2  灑 2655
sa  2  耍 2805
sa  2  洒 2978
sih    嘥 7424
sih 2  徙 2035
sih 2  舐 3854
sih 2  璽 4782
sih 2  葸 5987
sih 2  屣 6335
sih 2  纚 6459
sih 2  蓰 6478
sih 2  枲 6706
sih 3  晒 2424
sih 3  曬 2755
sam    三 0065
sam    衫 2468
sam    仨 5121
sam    釤 5838
sam    穇 6819
sam    芟 6881
sam 2  糝 6834
san    山 0219
san    柵 2285
san    拴 2627
san    栓 2842
san    珊 2954
san    刪 3376
san    姍 4260
san    閂 4472
san    膻 4679
san    氙 4775
san    跚 5098
san    潸 5323
san    舢 5797
san 3  散 0762
san 3  篡 2100
san 3  傘 2261
san 3  汕 3640
san 3  訕 4223
san 3  涮 4663
san 3  疝 5625
san 4  潺 3359
san 3  孱 5415
san 3  羼 6196
san 4  僝 7411
sag    生 0026
sag    笙 2611
sag    琤 3147
sag    甥 3709
sag 2  省 0404
sag 2  眚 4670
sap 3  霎 3751
sap 3  趿 4943
sap 3  颯 4953
sap 3  歃 6377
sap 3  靸 6552
sap 6  烚 7228
sad 3  殺 0842
sad 3  薩 1254
sad 3  撒 1927
sad 3  剎 2576
sad 3  煞 2891
sad 3  摋 6686
sad 3  鎩 7143
sao    梢 2651
sao    捎 3550
sao    艄 5007
sao    筲 5074
sao    蛸 6917
sao 2  稍 1344
sao 3  哨 2317
sao 3  潲 5450
sai    西 0244
sai    篩 1663
sai    硒 3311
sai    嘶 3369
sai    犀 3886
sai    茜 4616
sai    樨 4716
sai    粞 6187
sai    恓 6663
sai 2  使 0095
sai 2  洗 1074
sai 2  駛 1770
sai 3  世 0279
sai 3  細 0492
sai 3  勢 0533
sai 3  婿 3157
sai 3  貰 4193
sai 6  逝 2196
sai 6  誓 2222
sai 6  噬 3177
sai 6  澨 6743
sai 6  筮 6825
sac    揌 3960
sum    心 0141
sum    深 0398
sum    參 0478
sum    森 1389
sum    芯 1682
sum    琛 4415
sum    郴 4470
sum    綝 5347
sum 2  審 0806
sum 2  沈 1777
sum 2  嬸 2377
sum 2  瀋 3698
sum 2  伈 4256
sum 3  滲 1822
sum 3  沁 3441
sum 4  岑 3351
sum 4  忱 3619
sum 4  涔 5145
sum 4  諶 6505
sum 6  甚 0433
sum 6  什 0440
sum 6  葚 5490
sum 6  椹 5752
sun    新 0136
sun    身 0318
sun    伸 1052
sun    辛 1356
sun    申 1488
sun    紳 1872
sun    鋅 2099
sun    薪 3041
sun    呻 3498
sun    砷 3987
sun    娠 4766
sun    珅 5940
sun    莘 5983
sun    燊 6410
sun    詵 6503
sun    甡 7409
sun 4  神 0518
sun 4  臣 1249
sun 4  晨 1655
sun 4  辰 2562
sun 4  宸 4587
sun 4  蜃 5495
sun 6  慎 2218
sun 6  腎 3054
sun 6  胂 6200
sag    牲 1634
sag 3  蹭 4022
sag 3  擤 5898
sup    濕 1053
sup    咂 4437
sup    溼 7439
sup 6  十 0064
sup 6  拾 2093
sat    失 0505
sat    室 0759
sat    膝 2630
sat    瑟 3137
sat    虱 3165
sat    蝨 7413
sat 6  實 0087
sat 6  湜 2774
sat 6  寔 4085
sau    收 0297
sau    修 0609
sau    羞 2384
sau    蒐 4564
sau    嗖 4826
sau    颼 5106
sau    脩 5353
sau    餿 5853
sau    溲 6395
sau    滫 6399
sau    饈 6558
sau 2  手 0230
sau 2  首 0499
sau 2  守 0789
sau 2  搜 1912
sau 2  艘 2379
sau 2  嗽 3421
sau 2  狩 4039
sau 2  擻 4327
sau 2  藪 5363
sau 2  叟 6074
sau 2  嗾 6604
sau 2  瞍 6805
sau 3  秀 1253
sau 3  瘦 1880
sau 3  繡 2191
sau 3  獸 2251
sau 3  銹 2696
sau 3  鏽 3471
sau 3  漱 3869
sau 3  琇 6424
sau 4  仇 2001
sau 4  愁 2197
sau 6  受 0290
sau 6  售 1318
sau 6  授 1352
sau 6  壽 1667
sau 6  綬 5005
se     些 0113
se     賒 4801
se  2  寫 0447
se  2  捨 2195
se  2  揳 5054
se  3  舍 1549
se  3  卸 1901
se  3  赦 3013
se  3  瀉 3117
se  3  卌 4258
se  3  猞 4273
se  4  蛇 2553
se  4  佘 3778
se  5  社 0122
se  6  射 0668
se  6  麝 5113
sei 2  死 0507
sei 3  四 0119
sec 3  錫 1697
sec 6  石 0364
sec 6  碩 3348
sec 6  鼫 5534
seg    聲 0333
seg    腥 2752
sui    需 0368
sui    須 0401
sui    雖 0630
sui    衰 1818
sui    綏 2940
sui    胥 3302
sui    睢 5333
sui    濉 5608
sui    荽 5984
sui    嬃 6331
sui    繻 6457
sui 2  水 0075
sui 2  糈 5968
sui 2  醑 6525
sui 3  歲 0960
sui 3  稅 1001
sui 3  碎 1148
sui 3  帥 2329
sui 3  挩 6678
sui 4  誰 0868
sui 4  垂 0910
sui 4  陲 4431
sui 5  緒 1617
sui 5  絮 2857
sui 5  髓 3064
sui 5  墅 4138
sui 5  悴 4650
sui 6  睡 1324
sui 6  瑞 1376
sui 6  穗 1715
sui 6  遂 2027
sui 6  粹 2084
sui 6  隧 3367
sui 6  萃 3893
sui 6  瘁 4120
sui 6  彗 4238
sui 6  邃 4252
sui 6  燧 4305
sui 6  祟 4610
shun 1 詢 2332
shun 1 荀 3404
shun 1 殉 3937
shun 1 徇 4033
shun 1 洵 4483
shun 1 皴 4726
shun 1 郇 4884
shun 1 峋 5565
shun 1 恂 5570
shun 1 珣 5617
shun 1 逡 6017
shun 2 筍 2584
shun 2 榫 5436
shun 2 囟 6088
shun 3 信 0347
shun 3 迅 0749
shun 3 訊 1515
shun 3 瞬 2313
shun 3 汛 2457
shun 3 遜 2699
shun 3 舜 3403
shun 3 巽 4908
shun 3 噀 5407
shun 4 純 1017
shun 4 醇 1936
shun 4 唇 2381
shun 4 馴 3187
shun 4 淳 3484
shun 4 蓴 5807
shun 4 鶉 6046
shun 4 脣 7421
shun 5 楯 5916
shun 6 順 0869
sot    摔 2590
sot    恤 3721
sot    蟀 5092
sot    戌 6673
sot    窣 6821
sot 6  術 0287
sot 6  述 0663
sot 6  沭 3743
sot 6  秫 4215
sot 6  朮 5431
see    思 0286
see    斯 0455
see    師 0544
see    施 0557
see    司 0593
see    絲 0711
see    詩 0932
see    私 1021
see    屍 1923
see    撕 2450
see    獅 2726
see    尸 3823
see    溮 3908
see    廝 4032
see    鍶 4623
see    鳲 4894
see    蓍 5009
see    颸 5188
see    釃 5680
see    澌 5931
see    罳 6461
see    鷥 6576
see    絁 6835
see    緦 6840
see    鰤 7045
see    俬 7414
see    偲 7415
see    葹 7416
see    螄 7417
si  2  史 0419
si  2  屎 3617
si  3  試 0587
si  3  肆 2437
si  3  嗜 3130
si  3  泗 3553
si  3  謚 3557
si  3  駟 5281
si  3  弒 5419
si  4  時 0022
si  4  匙 2910
si  4  鰣 4321
si  4  蒔 4374
si  4  塒 5721
si  5  市 0426
si  5  鈰 6531
si  6  是 0003
si  6  事 0124
si  6  示 0331
si  6  士 0566
si  6  視 0573
si  6  氏 1370
si  6  侍 2349
si  6  仕 3926
si  6  豉 4130
si  6  剚 4475
sik    式 0201
sik    色 0260
sik    識 0476
sik    適 0477
sik    析 0707
sik    息 0782
sik    釋 1159
sik    悉 1648
sik    惜 1807
sik    飾 1922
sik    媳 2132
sik    晰 2370
sik    熄 2635
sik    昔 2813
sik    拭 3697
sik    銫 4045
sik    淅 4245
sik    蜥 4537
sik    軾 4618
sik    嗇 4762
sik    晢 4915
sik    奭 4972
sik    蟋 5013
sik    衋 5015
sik    皙 5464
sik    窸 5964
sik    襫 6223
sik    菥 6474
sik    骰 6565
sik    瘜 7425
sik    螅 7426
sik 3  裼 5500
sik 6  食 0586
sik 6  蝕 1685
sim    苫 5255
sim 2  閃 1266
sim 2  陝 1759
sim 2  睒 5466
sim 3  禪 3163
sim 3  掞 6680
sim 4  蟬 4222
sim 4  嬋 4350
sim 4  蟾 5368
sim 6  贍 4224
sin    先 0249
sin    鮮 0810
sin    仙 2086
sin    秈 5469
sin    躚 5829
sin 2  銑 3718
sin 2  冼 3976
sin 2  蘚 5011
sin 2  燹 5936
sin 2  獮 6419
sin 2  筅 6824
sin 2  癬 7429
sin 3  線 0137
sin 3  扇 1775
sin 3  腺 2503
sin 3  煽 2725
sin 3  霰 4319
sin 3  綪 5642
sin 3  跣 6237
sin 3  騸 6563
sin 3  搧 7428
sin 3  綫 7430
sin 4  澶 6742
sin 5  鱔 5193
sin 6  善 0816
sin 6  擅 2691
sin 6  羨 3164
sin 6  膳 3466
sin 6  繕 4011
sin 6  倩 4292
sin 6  嬗 6097
sig    升 0662
sig    星 0879
sig    昇 2887
sig    猩 3461
sig    惺 3549
sig    旌 5056
sig    騂 7027
sig    陞 7423
sig 2  醒 1630
sig 3  性 0103
sig 3  勝 0705
sig 3  姓 1421
sig 3  聖 1529
sig 3  煋 7422
sig 4  成 0034
sig 4  城 0611
sig 4  承 0671
sig 4  乘 1240
sig 4  繩 1395
sig 4  誠 1516
sig 4  丞 3056
sig 4  宬 5213
sig 4  郕 5834
sig 4  晟 7419
sig 6  盛 1103
sig 6  嵊 4263
sig 6  賸 7420
sip 3  涉 1226
sip 3  攝 1700
sip 3  懾 3585
sip 3  燮 3846
sip 3  灄 5324
sip 3  躞 6969
sit 3  竊 2257
sit 3  屑 2531
sit 3  泄 2542
sit 3  楔 2618
sit 3  薛 3055
sit 3  洩 3622
sit 3  褻 4429
sit 3  榍 5590
sit 3  紲 6189
sit 3  媟 6625
sit 3  渫 7431
sit 6  舌 2129
siu    消 0430
siu    燒 0748
siu    銷 0929
siu    硝 1717
siu    蕭 1919
siu    宵 3168
siu    霄 3295
siu    瀟 3809
siu    逍 4023
siu    簫 4124
siu    綃 5970
siu    翛 6857
siu    蠨 7433
siu    魈 7434
siu 2  小 0083
siu 2  少 0217
siu 2  筱 5167
siu 2  篠 7432
siu 3  笑 0616
siu 3  嘯 3317
siu 3  咲 7291
siu 4  韶 2989
siu 6  紹 0975
siu 6  邵 2021
siu 6  兆 2101
siu 6  肇 3607
siu 6  旐 5429
siu 6  劭 6592
sor    疏 1713
sor    蔬 1866
sor    梳 2289
sor    梭 2435
sor    唆 3035
sor    羧 3194
sor    嗦 3614
sor    蓑 4068
sor    娑 4478
sor    挲 6356
sor    簑 7435
sor 2  所 0060
sor 2  鎖 1632
sor 2  瑣 3089
sor 2  嗩 4107
sor 2  璅 5943
sor 4  傻 2734
sek 3  削 1089
sek 3  勺 2577
sek 3  爍 3098
sek 3  鑠 4625
sek 3  杓 5227
seg    相 0127
seg    商 0392
seg    雙 0678
seg    傷 0907
seg    箱 1184
seg    湘 2017
seg    霜 2272
seg    鑲 2524
seg    廂 2622
seg    襄 2836
seg    觴 4379
seg    驤 4504
seg    熵 4849
seg    孀 5133
seg    緗 5643
seg    瓖 5777
seg    殤 6378
seg    礵 6814
she 2  想 0179
she 2  賞 1638
she 2  鯗 4812
she 4  常 0196
she 4  償 1762
she 4  嘗 2131
she 4  倘 2239
she 4  裳 2986
she 4  嚐 4294
she 4  嫦 4831
she 4  徜 6104
she 5  上 0014
she 5  鞝 6271
she 6  尚 1135
soi    鰓 3027
soi    腮 3444
sok 3  索 1118
sok 3  朔 3221
sok 3  蒴 3238
sok 3  搠 5894
sok 3  嗍 6602
sog    桑 1816
sog    嗓 2475
sog 2  爽 2253
sog 2  塽 4702
sog 2  搡 4983
sog 2  顙 6038
sog 3  喪 1881
so     蘇 0510
so     鬚 2594
so     騷 2644
so     酥 2685
so     搔 4035
so     甦 4041
so     繅 4421
so     臊 4461
so     穌 4673
so  2  嫂 2032
so  3  數 0139
so  3  素 0406
so  3  訴 0713
so  3  塑 1124
so  3  掃 1435
so  3  溯 3116
so  3  愫 4399
so  3  愬 4652
so  3  嗉 5550
suk    縮 0871
suk    肅 1507
suk    叔 1789
suk    宿 2005
suk    蓿 2992
suk    粟 3591
suk    蹜 4468
suk    夙 4765
suk    倏 4822
suk    謖 5668
suk    儵 5707
suk    僳 6064
suk 6  屬 0479
suk 6  熟 0794
suk 6  淑 2490
suk 6  蜀 2880
suk 6  贖 2942
suk 6  孰 3132
suk 6  塾 3998
suk 6  菽 5008
suk 6  妯 5212
sug    鬆 1578
sug    崧 3111
sug    淞 3884
sug    忪 5420
sug    菘 6475
sug    娀 6622
sug    嵩 7437
sug 2  聳 2979
sug 2  慫 4168
sug 2  悚 4444
sug 2  竦 5339
sug 3  送 0615
sug 3  宋 1195
sug 4  崇 1765
su     書 0388
su     輸 0607
su     舒 1891
su     樞 2391
su     抒 2767
su     攄 4913
su     紓 5078
su     樗 6131
su  2  鼠 2299
su  2  暑 2607
su  2  黍 3925
su  2  癙 4725
su  3  戍 2754
su  3  庶 2912
su  3  恕 3562
su  4  殊 1157
su  4  薯 1769
su  4  殳 3097
su  4  洙 5926
su  6  樹 0559
su  6  豎 2189
su  6  腧 5794
su  6  澍 5930
sue    酸 0424
sue    宣 0676
sue    孫 0945
sue    蓀 3312
sue    悛 6107
sue    飧 6555
sue    揎 6681
sue    朘 6700
sue    瑄 7240
sue    猻 7436
sue 2  選 0445
sue 2  損 0773
sue 3  算 0382
sue 3  蒜 2647
sue 4  船 0617
sue 4  旋 1066
sue 4  璇 3577
sue 4  漩 3885
sue 4  鏇 6541
sue 5  吮 4030
sue 5  雋 4952
sue 6  篆 4931
sue 6  鐫 5382
syt 3  說 0048
syt 3  雪 1092
syt 3  鱈 6282
Ｔ     Ｔ 7463
ta     他 0021
ta     它 0107
ta     她 0229
ta     怹 4981
ta     牠 5153
ta     鉈 6030
ta     祂 7441
ta  4  佗 4505
ti     呔 6598
ti  3  太 0434
ti  3  態 0553
ti  3  泰 1363
ti  3  貸 1676
ti  3  汰 2693
ti  3  鈦 3284
ti  3  殢 7442
ti  3  軚 7445
tam    貪 1959
tam 2  毯 2646
tam 2  菼 6208
tam 2  撢 7444
tam 3  探 0990
tam 4  談 0516
tam 4  譚 2258
tam 4  潭 2425
tam 4  曇 2556
tam 4  覃 4018
tam 4  痰 4213
tam 4  罈 5349
tam 4  郯 5519
tam 4  鐔 6035
tam 4  倓 6585
tam 4  醰 6986
tam 4  錟 6991
tam 5  淡 1335
tam 5  贉 6960
tan    灘 1662
tan    攤 2041
tan    癱 3428
tan    坍 4235
tan 2  坦 1199
tan 2  袒 3894
tan 2  疸 4365
tan 2  亶 4579
tan 2  忐 5421
tan 3  碳 1035
tan 3  炭 1439
tan 3  嘆 1843
tan 3  歎 5754
tan 4  壇 2358
tan 4  檀 3674
tap 3  塔 1062
tap 3  塌 2710
tap 3  榻 4175
tap 3  鰨 5389
tap 3  闒 5846
tap 3  遢 6244
tap 3  褟 6937
tad 3  韃 2937
tai    梯 1660
tai    銻 3514
tai 2  體 0091
tai 2  睇 6434
tai 3  替 1130
tai 3  屜 3133
tai 3  涕 3289
tai 3  剃 3955
tai 3  嚏 5037
tai 3  薙 5992
tai 4  提 0182
tai 4  題 0184
tai 4  堤 2205
tai 4  蹄 2757
tai 4  啼 3102
tai 4  隄 4811
tai 4  鵜 5858
tai 4  鯷 6569
tai 4  綈 6836
tai 4  緹 6839
tai 4  醍 6985
tai 4  鶗 7055
tai 4  稊 7443
tum 5  氹 7462
tun    吞 2070
tun    飩 4692
tun    暾 6699
tun 3  褪 3535
tag 4  騰 1537
tag 4  藤 2604
tag 4  滕 4410
tag 4  籐 5474
tag 4  謄 5820
tau    偷 1847
tau 3  透 1064
tau 4  頭 0210
tau 4  投 0648
tec 3  踢 2661
teg    廳 1768
teg 5  艇 2072
tui    推 0514
tui 2  腿 1285
tui 3  退 1073
tui 3  蛻 2958
tui 4  頹 3434
tui 4  隤 4951
tui 4  穨 5163
tun    湍 3358
tun 5  盾 0833
tik    惕 2677
tik    剔 3142
tik    倜 4635
tik    忒 5049
tik    逖 5183
tik    忑 5307
tik    擿 6687
tik    鋱 7446
tim    添 1712
tim 2  舔 4188
tim 2  忝 5889
tim 4  甜 1826
tim 4  湉 4454
tim 4  菾 6893
tim 5  恬 4050
tim 5  簟 5001
tin    天 0117
tin 2  腆 4280
tin 3  瑱 6779
tin 4  田 0599
tin 4  填 1546
tin 4  畋 4457
tin 4  闐 6269
tig    烴 1831
tig    汀 3234
tig 2  町 5459
tig 3  聽 0493
tig 4  停 0744
tig 4  庭 1046
tig 4  廷 1367
tig 4  亭 1889
tig 4  婷 3104
tig 4  蜓 3714
tig 4  霆 4157
tig 4  葶 6895
tig 5  挺 1722
tig 5  頲 3515
tig 5  梃 5911
tig 5  鋌 6032
tig 5  珽 6164
tip 3  貼 1536
tip 3  帖 3321
tit 3  鐵 0495
tit 3  餮 7024
tit 3  铁 7448
tiu    挑 1461
tiu    佻 5197
tiu    祧 6440
tiu 3  跳 0967
tiu 3  眺 3382
tiu 3  糶 4419
tiu 3  覜 7449
tiu 4  條 0162
tiu 4  髫 4076
tiu 4  苕 4128
tiu 4  迢 4154
tiu 4  鰷 5112
tiu 4  笤 5965
tiu 4  蜩 6918
to     拖 1349
to 3   唾 3274
to 4   舵 3024
to 4   鴕 3093
to 4   陀 3242
to 4   駝 3259
to 4   馱 3452
to 4   沱 4089
to 4   坨 4701
to 4   砣 5071
to 4   跎 5510
to 4   堶 6093
to 4   柁 6705
to 4   酡 6981
to 4   鼉 7069
to 4   鮀 7457
to 5   妥 1942
to 5   橢 2518
toi    胎 2015
toi 4  台 0564
toi 4  抬 1534
toi 4  臺 3152
toi 4  苔 3375
toi 4  颱 3472
toi 4  檯 3936
toi 4  薹 4795
toi 4  駘 5526
toi 4  鮐 5531
toi 4  炱 5768
toi 4  邰 6020
toi 4  儓 6066
toi 4  跆 6962
toi 4  枱 7450
toi 5  殆 3380
toi 5  怠 3806
tok 3  托 1160
tok 3  拓 2214
tok 3  託 3349
tok 3  橐 5234
tok 3  侂 5539
tok 3  籜 6186
tok 3  乇 6291
tok 3  柝 6370
tok 3  飥 7020
tok 3  庹 7455
tog    湯 1300
tog    羰 5080
tog    鏜 5380
tog 2  躺 1977
tog 2  淌 3222
tog 2  蹚 4881
tog 2  儻 6067
tog 2  鎲 6539
tog 3  燙 2532
tog 3  趟 2806
tog 3  熨 3381
tog 4  堂 1024
tog 4  糖 1026
tog 4  唐 1191
tog 4  塘 1692
tog 4  膛 2745
tog 4  搪 2998
tog 4  棠 3309
tog 4  醣 4573
tog 4  溏 4848
tog 4  瑭 5156
tog 4  螳 6001
tog 4  螗 6486
tog 4  樘 6717
to     滔 2666
to     韜 4320
to     縚 5252
to     饕 6559
to  2  土 0360
to  2  討 0834
to  2  禱 3699
to  2  釷 4620
to  3  套 0915
to  3  吐 1801
to  3  兔 2482
to  3  菟 5805
to  3  堍 6614
to  4  圖 0218
to  4  途 1003
to  4  逃 1297
to  4  徒 1341
to  4  陶 1559
to  4  塗 1653
to  4  桃 1781
to  4  萄 2023
to  4  濤 2232
to  4  掏 2288
to  4  屠 2363
to  4  淘 2582
to  4  涂 3963
to  4  荼 4015
to  4  啕 5294
to  4  匋 5404
to  4  瘏 6790
to  4  綯 6838
to  5  肚 1909
tuk    禿 3253
tug    通 0181
tug    熥 6153
tug 2  統 0220
tug 2  筒 1227
tug 2  捅 1945
tug 2  桶 7460
tug 3  痛 1136
tug 3  疼 2388
tug 4  同 0041
tug 4  銅 1086
tug 4  童 1262
tug 4  桐 2416
tug 4  酮 2613
tug 4  彤 3322
tug 4  穜 3528
tug 4  潼 3641
tug 4  仝 4048
tug 4  瞳 4727
tug 4  僮 5398
tug 4  佟 5538
tug 4  曈 6698
tug 4  艟 6875
tug 4  茼 7461
tue 4  團 0422
tue 4  屯 2645
tue 4  臀 4012
tue 4  豚 5822
tue 4  魨 5857
tue 4  摶 5896
tue 4  糰 7458
tue 5  斷 0396
tyt 3  脫 0814
ux     Ｕ 7467
ug 3   瓮 4363
ug 3   甕 7465
vx     Ｖ 7468
wx     Ｗ 7487
wa     娃 2091
wa     哇 2563
wa     嘩 2614
wa     蝸 3447
wa     洼 3565
wa     蛙 3648
wa     窪 3790
wa     喎 6309
wa     窊 6820
wa     譁 7470
wa  2  畫 0625
wa  2  剮 5125
wa  2  搲 7480
wa  4  華 0340
wa  4  樺 3032
wa  4  鏵 3206
wa  4  驊 5855
wa  4  华 7472
wa  5  踝 4316
wa  6  話 0350
wi     歪 1949
wi  4  懷 0996
wi  4  淮 2024
wi  4  槐 2877
wi  6  壞 0649
wak 6  或 0151
wak 6  劃 0444
wak 6  惑 2422
wak 6  砉 3681
wak 6  嫿 5879
wak 6  划 7469
wan    灣 1201
wan    彎 1361
wan 2  玩 1639
wan 2  綰 5641
wan 4  還 0093
wan 4  環 0677
wan 4  頑 1900
wan 4  寰 4110
wan 4  澴 5764
wan 4  闤 6270
wan 4  鍰 6994
wan 4  鬟 7039
wan 5  挽 2194
wan 5  輓 5268
wan 5  鯇 7479
wan 6  患 1729
wan 6  幻 1996
wan 6  宦 2565
wan 6  豢 4499
wag 4  橫 1019
wad 3  挖 1430
wad 6  滑 0991
wad 6  猾 3347
wai    威 0941
wai    萎 2390
wai    逶 3432
wai    倭 3975
wai    崴 5416
wai    葳 7475
wai 2  位 0194
wai 2  委 0405
wai 2  毀 1454
wai 2  卉 3491
wai 2  猥 3986
wai 2  諉 4466
wai 2  喟 4584
wai 2  骫 5283
wai 2  痿 6789
wai 2  燬 7474
wai 2  譭 7477
wai 3  喂 1814
wai 3  慰 1960
wai 3  畏 2243
wai 3  餵 2393
wai 3  尉 2683
wai 3  蔚 3183
wai 3  穢 3569
wai 3  翽 4792
wai 3  霨 5186
wai 3  罻 6853
wai 3  褽 7476
wai 4  為 0013
wai 4  維 0443
wai 4  圍 0545
wai 4  唯 1014
wai 4  遺 1125
wai 4  違 1384
wai 4  惟 2221
wai 4  桅 2970
wai 4  帷 3618
wai 4  濰 4303
wai 4  湋 4485
wai 4  幃 5568
wai 4  闈 5845
wai 4  潿 6740
wai 5  偉 0976
wai 5  緯 1834
wai 5  韋 2073
wai 5  諱 3331
wai 5  葦 3556
wai 5  瑋 4059
wai 5  煒 4781
wai 5  韙 5852
wai 5  暐 6697
wai 6  衛 0741
wai 6  謂 0832
wai 6  惠 1997
wai 6  慧 2185
wai 6  胃 2411
wai 6  憓 3231
wai 6  渭 3290
wai 6  蝟 4377
wai 6  蕙 4496
wai 6  恚 4770
wai 6  讆 6009
wan    溫 0359
wun    瘟 3643
wun    贇 6236
wun    氳 6728
wun    縕 6842
wun    薀 6904
wun    轀 6973
wun 2  穩 0779
wun 2  搵 7485
wun 3  醞 3166
wun 3  韞 4628
wun 3  慍 5309
wan 4  雲 0788
wun 4  勻 1242
wun 4  魂 2109
wun 4  渾 2113
wun 4  云 2345
wun 4  暈 2476
wun 4  耘 3771
wun 4  芸 4014
wun 4  紜 4277
wun 4  沄 4408
wun 4  餛 4693
wun 4  鄖 5272
wun 4  妘 6619
wun 4  昀 6692
wun 4  溳 6737
wun 4  琿 6776
wun 4  篔 6829
wun 4  鋆 6990
wun 4  澐 7486
wun 5  允 1490
wun 5  蘊 2612
wun 5  韻 2858
wan 5  尹 3333
wun 5  隕 4888
wun 5  殞 5755
wun 5  狁 6760
wun 6  運 0235
wun 6  混 0731
wun 6  鄆 2679
wun 6  諢 3973
wun 6  惲 5052
wun 6  圂 6606
wun 6  溷 6736
wag 4  宏 2083
wag 4  弘 3706
wag 4  泓 4662
wag 4  竑 6183
wag 4  閎 6267
wag 4  吰 6597
wag 4  翃 6856
wag 4  浤 7471
wat    屈 1803
wat    郁 2534
wat    鬱 3408
wat    黦 6289
wat    詘 6502
wat 6  燏 5770
wat 6  搰 6358
wat 6  矞 6435
wik 6  域 1025
wik 6  蜮 4797
wik 6  閾 5104
wig 4  榮 1200
wig 4  蠑 6930
wig 5  永 0978
wig 6  穎 2353
wig 6  泳 2663
wig 6  詠 3196
wo     鍋 1209
wo     窩 2003
wo     萵 4495
wo     堝 5719
wo     媧 7483
wo 4   和 0008
wo 4   禾 2721
wo 4   盉 6799
wo 6   禍 2064
wok 3  矱 6808
wok 6  獲 0827
wok 6  穫 3279
wok 6  鑊 4073
wok 6  瓠 6427
wok 6  蠖 6931
wog    汪 1965
wog 2  枉 2791
wog 4  王 0460
wog 4  黃 0513
wog 4  皇 0891
wog 4  簧 1604
wog 4  惶 2823
wog 4  煌 2835
wog 4  磺 3048
wog 4  凰 3210
wog 4  蝗 4150
wog 4  徨 4167
wog 4  隍 4688
wog 4  潢 4778
wog 4  璜 4993
wog 4  湟 5321
wog 4  蟥 5499
wog 4  遑 5677
wog 4  喤 5711
wog 4  篁 5787
wog 4  鰉 6043
wog 4  艎 6874
wog 4  鍠 6995
wog 4  餭 7022
wog 5  往 0423
wog 6  旺 1797
wu     污 1443
wu     烏 1587
wu     嗚 3249
wu     鎢 3539
wu     靰 5523
wu     汙 5600
wu     鄔 6025
wu     洿 6389
wu 2   滸 2318
wu 2   捂 3371
wu 2   塢 4236
wu 2   祜 4609
wu 4   湖 0770
wu 4   胡 1154
wu 4   弧 1442
wu 4   糊 1610
wu 4   鬍 1846
wu 4   壺 2284
wu 4   葫 2706
wu 4   狐 3401
wu 4   蝴 3532
wu 4   瑚 3627
wu 4   餬 5697
wu 4   猢 6766
wu 4   醐 6984
wu 4   鶘 7054
wu 6   護 0594
wu 6   互 0643
wu 6   戶 1061
wu 6   滬 2473
wu 6   芋 3329
wu 6   扈 4205
wu 6   冱 4962
wu 6   鄠 5378
wu 6   岵 6098
wu 6   怙 6347
wu 6   枑 7220
wui    煨 4007
wui    偎 4580
wui    隈 4689
wui 2  會 0035
wui 4  回 0254
wui 4  迴 2430
wui 4  洄 3765
wui 4  徊 3826
wui 4  茴 3919
wui 4  蛔 5260
wui 6  匯 1364
wui 6  彙 3456
